version_id,gender,age,region,respondents
v34,Female,65+,Rest of South Is.,3
v35,Male,18-24,Wellington,1
v35,Male,18-24,Rest of North Is.,2
v35,Male,18-24,Rest of South Is.,1
v35,Male,25-34,Auckland,3
v35,Male,25-34,Rest of North Is.,1
v35,Male,25-34,Canterbury,1
v35,Male,35-44,Auckland,2
v35,Male,35-44,Wellington,2
v35,Male,35-44,Rest of North Is.,3
v35,Male,35-44,Canterbury,1
v35,Male,45-54,Rest of North Is.,2
v35,Male,45-54,Canterbury,2
v35,Male,45-54,Rest of South Is.,2
v35,Male,55-64,Auckland,1
v35,Male,55-64,Wellington,1
v35,Male,55-64,Rest of North Is.,1
v35,Male,55-64,Rest of South Is.,1
v35,Male,65+,Auckland,3
v35,Male,65+,Rest of North Is.,1
v35,Male,65+,Rest of South Is.,2
v35,Female,18-24,Auckland,2
v35,Female,18-24,Rest of North Is.,1
v35,Female,18-24,Canterbury,2
v35,Female,25-34,Auckland,4
v35,Female,25-34,Rest of North Is.,1
v35,Female,25-34,Rest of South Is.,3
v35,Female,35-44,Auckland,1
v35,Female,35-44,Wellington,2
v35,Female,35-44,Canterbury,1
v35,Female,45-54,Auckland,1
v35,Female,45-54,Wellington,1
v35,Female,45-54,Rest of North Is.,2
v35,Female,45-54,Canterbury,1
v35,Female,55-64,Auckland,4
v35,Female,55-64,Rest of North Is.,2
v35,Female,65+,Auckland,2
v35,Female,65+,Rest of North Is.,1
v35,Female,65+,Canterbury,2
v35,Female,65+,Rest of South Is.,2
v36,Male,18-24,Auckland,1
v36,Male,18-24,Rest of North Is.,3
v36,Male,18-24,Canterbury,1
v36,Male,25-34,Auckland,1
v36,Male,25-34,Canterbury,2
v36,Male,35-44,Auckland,2
v36,Male,35-44,Rest of North Is.,3
v36,Male,35-44,Canterbury,1
v36,Male,45-54,Auckland,3
v36,Male,45-54,Rest of North Is.,1
v36,Male,45-54,Rest of South Is.,1
v36,Male,55-64,Auckland,5
v36,Male,55-64,Wellington,2
v36,Male,55-64,Rest of South Is.,1
v36,Male,65+,Auckland,3
v36,Male,65+,Rest of North Is.,2
v36,Male,65+,Rest of South Is.,1
v36,Female,18-24,Wellington,4
v36,Female,25-34,Wellington,3
v36,Female,25-34,Rest of North Is.,4
v36,Female,35-44,Auckland,3
v36,Female,35-44,Rest of North Is.,2
v36,Female,35-44,Rest of South Is.,1
v36,Female,45-54,Rest of South Is.,8
v36,Female,55-64,Auckland,2
v36,Female,65+,Auckland,2
v36,Female,65+,Wellington,1
v36,Female,65+,Rest of North Is.,1
v36,Female,65+,Canterbury,2
v37,Male,18-24,Auckland,1
v37,Male,18-24,Wellington,2
v37,Male,18-24,Canterbury,2
v37,Male,25-34,Auckland,3
v37,Male,25-34,Wellington,2
v37,Male,25-34,Rest of North Is.,2
v37,Male,35-44,Auckland,1
v37,Male,35-44,Rest of North Is.,1
v37,Male,35-44,Rest of South Is.,2
v37,Male,45-54,Auckland,3
v37,Male,45-54,Rest of North Is.,3
v37,Male,45-54,Canterbury,1
v37,Male,55-64,Auckland,2
v37,Male,55-64,Rest of North Is.,1
v37,Male,55-64,Canterbury,1
v37,Male,65+,Auckland,1
v37,Male,65+,Canterbury,1
v37,Male,65+,Rest of South Is.,3
v37,Female,18-24,Wellington,1
v37,Female,18-24,Rest of North Is.,2
v37,Female,18-24,Rest of South Is.,1
v37,Female,25-34,Auckland,3
v37,Female,35-44,Auckland,3
v37,Female,35-44,Rest of North Is.,2
v37,Female,35-44,Canterbury,3
v37,Female,45-54,Auckland,1
v37,Female,45-54,Wellington,1
v37,Female,45-54,Rest of North Is.,1
v37,Female,55-64,Auckland,2
v37,Female,55-64,Wellington,1
v37,Female,55-64,Rest of North Is.,1
v37,Female,55-64,Rest of South Is.,1
v37,Female,65+,Auckland,1
v37,Female,65+,Wellington,1
v37,Female,65+,Rest of North Is.,4
v37,Female,65+,Canterbury,1
v37,Female,65+,Rest of South Is.,1
v38,Male,18-24,Auckland,3
v38,Male,18-24,Wellington,1
v38,Male,25-34,Auckland,5
v38,Male,25-34,Rest of North Is.,2
v38,Male,25-34,Rest of South Is.,1
v38,Male,35-44,Auckland,1
v38,Male,35-44,Rest of North Is.,1
v38,Male,35-44,Rest of South Is.,2
v38,Male,45-54,Rest of North Is.,3
v38,Male,45-54,Rest of South Is.,2
v38,Male,55-64,Wellington,1
v38,Male,55-64,Rest of North Is.,1
v38,Male,55-64,Canterbury,2
v38,Male,65+,Auckland,1
v38,Male,65+,Wellington,2
v38,Male,65+,Rest of North Is.,1
v38,Female,18-24,Auckland,2
v38,Female,18-24,Rest of North Is.,1
v38,Female,25-34,Auckland,1
v38,Female,25-34,Wellington,1
v38,Female,25-34,Rest of North Is.,1
v38,Female,35-44,Auckland,2
v38,Female,35-44,Rest of North Is.,3
v38,Female,35-44,Canterbury,1
v38,Female,45-54,Wellington,3
v38,Female,45-54,Rest of South Is.,1
v38,Female,55-64,Rest of North Is.,1
v38,Female,55-64,Canterbury,2
v38,Female,55-64,Rest of South Is.,2
v38,Female,65+,Auckland,3
v38,Female,65+,Rest of North Is.,1
v38,Female,65+,Canterbury,1
v38,Female,65+,Rest of South Is.,1
v39,Male,18-24,Wellington,1
v39,Male,18-24,Rest of North Is.,1
v39,Male,18-24,Canterbury,1
v39,Male,25-34,Auckland,6
v39,Male,25-34,Wellington,1
v39,Male,25-34,Rest of South Is.,1
v39,Male,35-44,Rest of North Is.,1
v39,Male,35-44,Canterbury,1
v39,Male,45-54,Wellington,1
v39,Male,45-54,Rest of North Is.,1
v39,Male,45-54,Canterbury,4
v39,Male,55-64,Auckland,2
v39,Male,55-64,Rest of North Is.,1
v39,Male,55-64,Rest of South Is.,2
v39,Male,65+,Auckland,1
v39,Male,65+,Rest of South Is.,2
v39,Female,18-24,Rest of North Is.,3
v39,Female,25-34,Auckland,2
v39,Female,35-44,Auckland,3
v39,Female,35-44,Wellington,1
v39,Female,35-44,Rest of North Is.,3
v39,Female,35-44,Canterbury,2
v39,Female,45-54,Wellington,2
v39,Female,45-54,Rest of South Is.,1
v39,Female,55-64,Auckland,3
v39,Female,65+,Auckland,1
v39,Female,65+,Wellington,1
v39,Female,65+,Rest of North Is.,2
v39,Female,65+,Rest of South Is.,3
v40,Male,18-24,Auckland,1
v40,Male,18-24,Wellington,1
v40,Male,18-24,Rest of South Is.,1
v40,Male,25-34,Auckland,1
v40,Male,25-34,Rest of North Is.,3
v40,Male,35-44,Auckland,2
v40,Male,35-44,Rest of North Is.,1
v40,Male,35-44,Canterbury,1
v40,Male,35-44,Rest of South Is.,1
v40,Male,45-54,Auckland,2
v40,Male,45-54,Rest of North Is.,3
v40,Male,45-54,Rest of South Is.,1
v40,Male,55-64,Auckland,2
v40,Male,55-64,Rest of North Is.,1
v40,Male,55-64,Canterbury,1
v40,Male,55-64,Rest of South Is.,1
v40,Male,65+,Auckland,3
v40,Female,18-24,Auckland,1
v40,Female,18-24,Rest of North Is.,3
v40,Female,18-24,Rest of South Is.,1
v40,Female,25-34,Auckland,2
v40,Female,25-34,Wellington,1
v40,Female,25-34,Rest of North Is.,1
v40,Female,25-34,Canterbury,2
v40,Female,25-34,Rest of South Is.,1
v40,Female,35-44,Wellington,1
v40,Female,35-44,Rest of North Is.,1
v40,Female,35-44,Canterbury,1
v40,Female,35-44,Rest of South Is.,1
v40,Female,45-54,Auckland,2
v40,Female,55-64,Auckland,1
v40,Female,55-64,Rest of South Is.,2
v40,Female,65+,Auckland,1
v40,Female,65+,Wellington,3
v40,Female,65+,Rest of North Is.,2
v40,Female,65+,Canterbury,1
v41,Male,18-24,Auckland,2
v41,Male,18-24,Rest of North Is.,2
v41,Male,18-24,Canterbury,1
v41,Male,25-34,Auckland,1
v41,Male,25-34,Rest of North Is.,1
v41,Male,25-34,Rest of South Is.,2
v41,Male,35-44,Rest of North Is.,1
v41,Male,45-54,Auckland,2
v41,Male,45-54,Wellington,1
v41,Male,45-54,Rest of North Is.,1
v41,Male,55-64,Wellington,1
v41,Male,55-64,Rest of North Is.,1
v41,Male,55-64,Canterbury,1
v41,Male,65+,Auckland,4
v41,Male,65+,Rest of North Is.,2
v41,Male,65+,Canterbury,2
v41,Female,18-24,Auckland,3
v41,Female,25-34,Auckland,2
v41,Female,25-34,Rest of North Is.,1
v41,Female,25-34,Rest of South Is.,1
v41,Female,35-44,Auckland,1
v41,Female,35-44,Wellington,2
v41,Female,35-44,Rest of North Is.,2
v41,Female,35-44,Rest of South Is.,2
v41,Female,45-54,Auckland,1
v41,Female,45-54,Wellington,1
v41,Female,45-54,Canterbury,3
v41,Female,55-64,Rest of North Is.,2
v41,Female,55-64,Rest of South Is.,2
v41,Female,65+,Auckland,2
v41,Female,65+,Rest of South Is.,1
v42,Male,18-24,Auckland,1
v42,Male,18-24,Rest of North Is.,1
v42,Male,25-34,Auckland,3
v42,Male,25-34,Rest of South Is.,3
v42,Male,35-44,Canterbury,1
v42,Male,45-54,Auckland,2
v42,Male,45-54,Rest of North Is.,2
v42,Male,45-54,Canterbury,2
v42,Male,45-54,Rest of South Is.,1
v42,Male,55-64,Auckland,1
v42,Male,55-64,Canterbury,1
v42,Male,65+,Auckland,1
v42,Male,65+,Rest of North Is.,3
v42,Female,18-24,Auckland,2
v42,Female,18-24,Wellington,1
v42,Female,18-24,Rest of South Is.,1
v42,Female,25-34,Auckland,1
v42,Female,25-34,Rest of North Is.,1
v42,Female,25-34,Canterbury,1
v42,Female,35-44,Auckland,2
v42,Female,35-44,Wellington,2
v42,Female,35-44,Rest of South Is.,2
v42,Female,45-54,Rest of North Is.,2
v42,Female,55-64,Auckland,2
v42,Female,55-64,Canterbury,1
v42,Female,65+,Wellington,1
v42,Female,65+,Rest of North Is.,1
v42,Female,65+,Canterbury,1
v42,Female,65+,Rest of South Is.,2
v43,Male,18-24,Auckland,1
v43,Male,18-24,Rest of South Is.,1
v43,Male,25-34,Rest of North Is.,1
v43,Male,25-34,Canterbury,3
v43,Male,25-34,Rest of South Is.,1
v43,Male,35-44,Rest of North Is.,1
v43,Male,45-54,Auckland,2
v43,Male,45-54,Wellington,1
v43,Male,45-54,Rest of North Is.,1
v43,Male,45-54,Rest of South Is.,1
v43,Male,55-64,Wellington,1
v43,Male,55-64,Rest of North Is.,3
v43,Male,65+,Auckland,1
v43,Male,65+,Rest of North Is.,1
v43,Male,65+,Rest of South Is.,1
v43,Female,18-24,Auckland,1
v43,Female,18-24,Wellington,1
v43,Female,25-34,Auckland,1
v43,Female,25-34,Rest of North Is.,1
v43,Female,25-34,Rest of South Is.,2
v43,Female,35-44,Auckland,1
v43,Female,35-44,Wellington,1
v43,Female,35-44,Rest of North Is.,1
v43,Female,35-44,Canterbury,1
v43,Female,35-44,Rest of South Is.,1
v43,Female,45-54,Auckland,2
v43,Female,55-64,Auckland,3
v43,Female,55-64,Wellington,1
v43,Female,55-64,Rest of North Is.,1
v43,Female,65+,Auckland,2
v43,Female,65+,Wellington,1
v43,Female,65+,Rest of North Is.,1
v43,Female,65+,Rest of South Is.,1
v44,Male,18-24,Auckland,2
v44,Male,18-24,Wellington,1
v44,Male,25-34,Auckland,3
v44,Male,25-34,Wellington,1
v44,Male,25-34,Rest of North Is.,1
v44,Male,25-34,Rest of South Is.,1
v44,Male,35-44,Auckland,4
v44,Male,45-54,Rest of North Is.,1
v44,Male,45-54,Canterbury,1
v44,Male,45-54,Rest of South Is.,1
v44,Male,55-64,Auckland,1
v44,Male,65+,Auckland,2
v44,Male,65+,Wellington,2
v44,Female,18-24,Canterbury,2
v44,Female,18-24,Rest of South Is.,1
v44,Female,25-34,Canterbury,1
v44,Female,35-44,Auckland,1
v44,Female,35-44,Rest of North Is.,1
v44,Female,45-54,Canterbury,2
v44,Female,45-54,Rest of South Is.,2
v44,Female,55-64,Rest of North Is.,6
v44,Female,65+,Auckland,1
v44,Female,65+,Rest of North Is.,2
v44,Female,65+,Rest of South Is.,3
v45,Male,18-24,Wellington,1
v45,Male,18-24,Rest of North Is.,1
v45,Male,25-34,Auckland,1
v45,Male,25-34,Wellington,1
v45,Male,25-34,Canterbury,1
v45,Male,25-34,Rest of South Is.,1
v45,Male,35-44,Canterbury,1
v45,Male,35-44,Rest of South Is.,2
v45,Male,45-54,Auckland,3
v45,Male,45-54,Canterbury,1
v45,Male,55-64,Auckland,1
v45,Male,55-64,Rest of South Is.,2
v45,Male,65+,Auckland,2
v45,Male,65+,Canterbury,1
v45,Female,18-24,Auckland,1
v45,Female,18-24,Rest of North Is.,3
v45,Female,25-34,Rest of North Is.,2
v45,Female,25-34,Canterbury,1
v45,Female,35-44,Auckland,1
v45,Female,35-44,Rest of North Is.,2
v45,Female,45-54,Auckland,4
v45,Female,45-54,Canterbury,1
v45,Female,55-64,Auckland,3
v45,Female,55-64,Rest of North Is.,1
v45,Female,65+,Wellington,1
v45,Female,65+,Rest of North Is.,1
v45,Female,65+,Canterbury,1
v45,Female,65+,Rest of South Is.,1
v46,Male,25-34,Auckland,1
v46,Male,25-34,Rest of North Is.,1
v46,Male,25-34,Canterbury,2
v46,Male,25-34,Rest of South Is.,1
v46,Male,35-44,Auckland,1
v46,Male,35-44,Rest of South Is.,1
v46,Male,45-54,Wellington,2
v46,Male,45-54,Rest of North Is.,2
v46,Male,55-64,Rest of North Is.,2
v46,Male,65+,Wellington,1
v46,Male,65+,Rest of South Is.,2
v46,Female,18-24,Auckland,1
v46,Female,18-24,Rest of North Is.,1
v46,Female,18-24,Canterbury,1
v46,Female,25-34,Auckland,1
v46,Female,35-44,Auckland,2
v46,Female,35-44,Rest of South Is.,1
v46,Female,45-54,Auckland,2
v46,Female,45-54,Canterbury,1
v46,Female,55-64,Wellington,2
v46,Female,55-64,Rest of North Is.,1
v46,Female,55-64,Rest of South Is.,2
v46,Female,65+,Auckland,2
v46,Female,65+,Rest of North Is.,1
v46,Female,65+,Canterbury,1
v47,Male,18-24,Auckland,3
v47,Male,18-24,Rest of North Is.,1
v47,Male,25-34,Canterbury,1
v47,Male,25-34,Rest of South Is.,1
v47,Male,35-44,Rest of North Is.,3
v47,Male,35-44,Rest of South Is.,1
v47,Male,45-54,Rest of South Is.,2
v47,Male,55-64,Auckland,1
v47,Male,55-64,Wellington,1
v47,Male,55-64,Canterbury,1
v47,Female,18-24,Rest of South Is.,1
v47,Female,25-34,Auckland,1
v47,Female,25-34,Canterbury,3
v47,Female,35-44,Auckland,3
v47,Female,45-54,Auckland,1
v47,Female,45-54,Rest of South Is.,3
v47,Female,55-64,Canterbury,1
v47,Female,65+,Auckland,2
v47,Female,65+,Rest of North Is.,2
v47,Female,65+,Canterbury,1
v48,Male,18-24,Canterbury,1
v48,Male,25-34,Auckland,1
v48,Male,25-34,Rest of North Is.,1
v48,Male,25-34,Canterbury,2
v48,Male,35-44,Auckland,1
v48,Male,35-44,Rest of North Is.,2
v48,Male,45-54,Auckland,2
v48,Male,55-64,Auckland,2
v48,Male,55-64,Rest of North Is.,1
v48,Male,65+,Auckland,1
v48,Male,65+,Wellington,1
v48,Female,18-24,Rest of North Is.,2
v48,Female,18-24,Canterbury,1
v48,Female,25-34,Rest of North Is.,1
v48,Female,25-34,Rest of South Is.,1
v48,Female,35-44,Rest of South Is.,1
v48,Female,45-54,Auckland,1
v48,Female,45-54,Rest of North Is.,1
v48,Female,55-64,Wellington,3
v48,Female,65+,Auckland,2
v48,Female,65+,Wellington,1
v48,Female,65+,Rest of North Is.,1
v48,Female,65+,Rest of South Is.,1
v49,Male,18-24,Auckland,2
v49,Male,18-24,Canterbury,2
v49,Male,25-34,Auckland,1
v49,Male,25-34,Rest of South Is.,3
v49,Male,35-44,Wellington,2
v49,Male,45-54,Auckland,1
v49,Male,55-64,Rest of South Is.,1
v49,Male,65+,Auckland,1
v49,Female,25-34,Rest of North Is.,3
v49,Female,35-44,Auckland,1
v49,Female,45-54,Auckland,1
v49,Female,45-54,Wellington,1
v49,Female,45-54,Rest of South Is.,1
v49,Female,55-64,Wellington,1
v49,Female,55-64,Rest of North Is.,1
v49,Female,55-64,Rest of South Is.,1
v49,Female,65+,Auckland,1
v49,Female,65+,Wellington,1
v49,Female,65+,Rest of North Is.,3
v50,Male,18-24,Auckland,1
v50,Male,25-34,Wellington,1
v50,Male,25-34,Rest of South Is.,1
v50,Male,35-44,Auckland,1
v50,Male,35-44,Rest of North Is.,1
v50,Male,35-44,Rest of South Is.,1
v50,Male,45-54,Auckland,2
v50,Male,55-64,Auckland,1
v50,Male,55-64,Rest of North Is.,1
v50,Male,65+,Wellington,1
v50,Female,18-24,Rest of North Is.,1
v50,Female,18-24,Rest of South Is.,1
v50,Female,25-34,Auckland,1
v50,Female,25-34,Canterbury,1
v50,Female,35-44,Rest of North Is.,1
v50,Female,35-44,Canterbury,1
v50,Female,45-54,Rest of North Is.,1
v50,Female,45-54,Canterbury,1
v50,Female,55-64,Auckland,1
v50,Female,65+,Auckland,2
v51,Male,18-24,Auckland,1
v51,Male,18-24,Canterbury,1
v51,Male,25-34,Rest of North Is.,2
v51,Male,25-34,Canterbury,1
v51,Male,45-54,Auckland,1
v51,Male,45-54,Canterbury,1
v51,Male,55-64,Rest of North Is.,1
v51,Female,25-34,Rest of North Is.,1
v51,Female,25-34,Canterbury,1
v51,Female,35-44,Auckland,1
v51,Female,35-44,Rest of North Is.,1
v51,Female,35-44,Rest of South Is.,1
v51,Female,45-54,Canterbury,1
v51,Female,45-54,Rest of South Is.,1
v51,Female,55-64,Auckland,1
v51,Female,65+,Auckland,1
v51,Female,65+,Canterbury,1
v51,Female,65+,Rest of South Is.,1
v52,Male,18-24,Auckland,1
v52,Male,25-34,Canterbury,3
v52,Male,35-44,Auckland,1
v52,Male,35-44,Rest of North Is.,1
v52,Male,45-54,Rest of South Is.,1
v52,Male,55-64,Wellington,1
v52,Male,55-64,Rest of North Is.,1
v52,Male,65+,Wellington,2
v52,Female,18-24,Wellington,1
v52,Female,18-24,Rest of North Is.,1
v52,Female,35-44,Rest of North Is.,1
v52,Female,35-44,Rest of South Is.,1
v52,Female,45-54,Auckland,3
v53,Male,18-24,Canterbury,1
v53,Male,18-24,Rest of South Is.,1
v53,Male,25-34,Auckland,1
v53,Male,35-44,Rest of North Is.,2
v53,Male,55-64,Auckland,1
v53,Male,55-64,Wellington,1
v53,Male,65+,Wellington,1
v53,Female,25-34,Auckland,1
v53,Female,25-34,Rest of North Is.,1
v53,Female,25-34,Rest of South Is.,2
v53,Female,35-44,Auckland,1
v53,Female,45-54,Auckland,1
v53,Female,45-54,Rest of North Is.,1
v53,Female,55-64,Auckland,1
v53,Female,65+,Wellington,1
v54,Male,18-24,Auckland,1
v54,Male,25-34,Wellington,1
v54,Male,35-44,Auckland,3
v54,Male,45-54,Canterbury,1
v54,Male,55-64,Auckland,1
v54,Female,18-24,Rest of South Is.,1
v54,Female,25-34,Auckland,1
v54,Female,25-34,Rest of North Is.,1
v54,Female,25-34,Rest of South Is.,1
v54,Female,35-44,Rest of South Is.,1
v54,Female,45-54,Rest of North Is.,1
v54,Female,55-64,Rest of North Is.,1
v54,Female,65+,Rest of North Is.,1
v54,Female,65+,Rest of South Is.,1
v55,Male,18-24,Auckland,1
v55,Male,18-24,Rest of South Is.,1
v55,Male,25-34,Auckland,1
v55,Male,35-44,Wellington,1
v55,Male,45-54,Rest of North Is.,1
v55,Male,65+,Auckland,1
v55,Male,65+,Canterbury,1
v55,Female,18-24,Auckland,1
v55,Female,25-34,Rest of North Is.,1
v55,Female,35-44,Auckland,1
v55,Female,45-54,Rest of South Is.,1
v55,Female,55-64,Rest of North Is.,3
v55,Female,65+,Auckland,1
v56,Male,18-24,Auckland,1
v56,Male,18-24,Rest of North Is.,1
v56,Male,25-34,Wellington,1
v56,Male,25-34,Rest of South Is.,1
v56,Male,55-64,Canterbury,1
v56,Male,65+,Wellington,1
v56,Male,65+,Rest of North Is.,1
v56,Female,25-34,Auckland,1
v56,Female,35-44,Rest of North Is.,1
v56,Female,35-44,Rest of South Is.,1
v56,Female,45-54,Auckland,1
v56,Female,45-54,Canterbury,1
v56,Female,55-64,Canterbury,1
v56,Female,65+,Auckland,1
v57,Male,18-24,Auckland,1
v57,Male,25-34,Auckland,1
v57,Male,25-34,Wellington,1
v57,Male,25-34,Rest of North Is.,1
v57,Male,35-44,Rest of North Is.,1
v57,Male,35-44,Rest of South Is.,1
v57,Male,55-64,Rest of South Is.,1
v57,Female,25-34,Rest of South Is.,2
v57,Female,45-54,Auckland,1
v57,Female,45-54,Rest of North Is.,2
v57,Female,65+,Auckland,2
v58,Male,45-54,Auckland,1
v58,Male,55-64,Auckland,1
v58,Male,65+,Auckland,1
v58,Female,18-24,Canterbury,1
v58,Female,25-34,Auckland,2
v58,Female,25-34,Rest of North Is.,3
v58,Female,45-54,Canterbury,1
v58,Female,65+,Rest of North Is.,1
v59,Male,18-24,Auckland,1
v59,Male,35-44,Auckland,1
v59,Male,45-54,Rest of North Is.,1
v59,Male,45-54,Canterbury,1
v59,Male,55-64,Rest of South Is.,1
v59,Female,18-24,Rest of North Is.,1
v59,Female,25-34,Rest of North Is.,1
v59,Female,65+,Auckland,2
v60,Male,18-24,Rest of North Is.,1
v60,Male,35-44,Rest of North Is.,1
v60,Male,45-54,Rest of South Is.,1
v60,Male,55-64,Auckland,1
v60,Male,65+,Auckland,1
v60,Female,25-34,Rest of North Is.,1
v60,Female,25-34,Canterbury,1
v60,Female,65+,Auckland,1
v60,Female,65+,Rest of South Is.,1
v61,Male,25-34,Auckland,1
v61,Male,25-34,Rest of North Is.,1
v61,Male,35-44,Wellington,1
v61,Male,35-44,Rest of South Is.,1
v61,Male,65+,Auckland,1
v61,Female,18-24,Rest of South Is.,1
v61,Female,25-34,Rest of South Is.,1
v61,Female,45-54,Rest of South Is.,1
v61,Female,65+,Auckland,1
v62,Male,18-24,Wellington,1
v62,Male,25-34,Auckland,1
v62,Male,55-64,Rest of South Is.,2
v62,Male,65+,Rest of North Is.,1
v62,Female,18-24,Auckland,1
v62,Female,35-44,Canterbury,1
v62,Female,45-54,Wellington,1
v63,Male,25-34,Rest of North Is.,1
v63,Male,35-44,Canterbury,2
v63,Male,45-54,Wellington,1
v63,Male,55-64,Rest of North Is.,1
v63,Male,65+,Wellington,1
v63,Female,35-44,Canterbury,1
v64,Male,18-24,Canterbury,1
v64,Male,35-44,Rest of North Is.,1
v64,Male,45-54,Auckland,1
v64,Female,18-24,Auckland,1
v64,Female,25-34,Rest of North Is.,1
v64,Female,45-54,Auckland,1
v64,Female,65+,Auckland,1
v65,Male,25-34,Rest of North Is.,1
v65,Male,35-44,Wellington,1
v65,Male,45-54,Auckland,1
v65,Male,55-64,Rest of South Is.,1
v65,Female,35-44,Auckland,1
v65,Female,45-54,Auckland,1
v65,Female,55-64,Rest of North Is.,1
v66,Male,35-44,Canterbury,1
v66,Male,55-64,Canterbury,1
v66,Male,65+,Wellington,2
v66,Female,25-34,Auckland,1
v66,Female,45-54,Rest of South Is.,1
v67,Male,18-24,Rest of North Is.,1
v67,Male,25-34,Rest of South Is.,2
v67,Male,35-44,Canterbury,1
v67,Female,35-44,Auckland,1
v67,Female,65+,Rest of North Is.,1
v68,Male,25-34,Auckland,1
v68,Male,45-54,Rest of South Is.,1
v68,Male,55-64,Auckland,1
v68,Female,18-24,Rest of South Is.,1
v69,Male,45-54,Auckland,1
v69,Female,35-44,Rest of South Is.,1
v69,Female,55-64,Wellington,1
v70,Male,25-34,Wellington,1
v70,Male,35-44,Rest of South Is.,1
v70,Male,65+,Auckland,1
v71,Male,25-34,Rest of North Is.,1
v71,Male,65+,Auckland,1
v72,Female,25-34,Rest of North Is.,1
v72,Female,25-34,Rest of South Is.,1
v73,Male,18-24,Auckland,1
v73,Male,45-54,Rest of South Is.,1
v74,Female,45-54,Auckland,1
v74,Female,55-64,Rest of South Is.,1
v75,Male,55-64,Rest of South Is.,1
v75,Female,45-54,Auckland,1
v76,Female,25-34,Rest of South Is.,1
v77,Male,45-54,Wellington,1
